field_name,source_surface,resource,grain,field_type,semantic_status,relationship_kind,identity_contract,source_identity_required,player_attachment_status,fixture_attachment_status,team_attachment_status,matrix_attachment_status,coverage_player_status,coverage_fixture_status,coverage_club_status,attachment_basis,provenance_requirement,player_reason_code,player_evidence_semantic,player_evidence_source,fixture_reason_code,fixture_evidence_semantic,fixture_evidence_source,team_reason_code,team_evidence_semantic,team_evidence_source
resources.match.payload.seasonInfo,pulselive,match,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.seasonInfo.id,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.seasonInfo.name,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.match.retrieved_at,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats,pulselive,match,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.endpoint,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers,pulselive,match,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.alt-svc,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.cache-control,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.connection,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.content-security-policy,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.content-type,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.date,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.permissions-policy,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.referrer-policy,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.set-cookie,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.strict-transport-security,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.transfer-encoding,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.vary,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.via,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-amz-cf-id,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-amz-cf-pop,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-cache,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-cache-server,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-cache-status,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-content-type-options,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-frame-options,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-pulse-sdp-endpoint,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-ratelimit-limit,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-ratelimit-remaining,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-ratelimit-reset,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-request-id,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload,pulselive,match,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].side,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats,pulselive,match,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateBackZonePass,pulselive,match,sample_payload,float,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateChippedPass,pulselive,match,sample_payload,float,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: Source match remains source-local until bridged to a canonical fixture.
