season,source_player_id,team_name,display_name,first_name,last_name,nationality,nationality_code,birth_date,birth_country,preferred_foot,height_cm,weight_kg,shirt_number,join_date,on_loan,source_file
2023-24,245414,Villa,Nicolò Zaniolo,Nicolò,Zaniolo,Italy,IT,1999-07-02,Italy,Left,190.0,79.0,22.0,2023-08-18,True,Villa_7/squad/2023-24_squad.csv
2023-24,245719,Man City,Taylor Harwood-Bellis,Taylor,Harwood-Bellis,England,GB-ENG,2002-01-30,England,Right,188.0,82.0,78.0,2019-07-16,False,Man_City_43/squad/2023-24_squad.csv
2023-24,245824,Fulham,Carlos Vinícius,Carlos Vinícius,Alves Morais,Brazil,BR,1995-03-25,Brazil,Left,190.0,86.0,12.0,2022-09-01,False,Fulham_54/squad/2023-24_squad.csv
2023-24,245830,Forest,Josh Bowler,Josh,Bowler,England,GB-ENG,1999-03-05,England,Left,184.0,69.0,38.0,2022-09-01,False,Forest_17/squad/2023-24_squad.csv
2023-24,245923,Wolves,Luke Cundle,Luke,Cundle,England,GB-ENG,2002-04-26,England,Right,170.0,62.0,34.0,2019-07-16,False,Wolves_39/squad/2023-24_squad.csv
2023-24,247245,Burnley,Hannes Delcroix,Hannes,Delcroix,Belgium,BE,1999-02-28,Haiti,Left,185.0,78.0,44.0,2023-08-22,False,Burnley_90/squad/2023-24_squad.csv
2023-24,247348,Palace,Daniel Muñoz,Daniel,Muñoz,Colombia,CO,1996-05-26,Colombia,Right,180.0,73.0,12.0,2024-01-30,False,Palace_31/squad/2023-24_squad.csv
2023-24,247632,Wolves,Pedro Neto,Pedro,Lomba Neto,Portugal,PT,2000-03-09,Portugal,Left,172.0,62.0,7.0,2019-08-02,False,Wolves_39/squad/2023-24_squad.csv
2023-24,248164,Villa,Viljami Sinisalo,Viljami,Sinisalo,Finland,FI,2001-10-11,Finland,,196.0,76.0,38.0,2021-08-23,False,Villa_7/squad/2023-24_squad.csv
2023-24,248854,Chelsea,Josh Brooking,Josh,Brooking,England,GB-ENG,2002-09-01,,,,,44.0,2022-12-05,False,Chelsea_8/squad/2023-24_squad.csv
2023-24,248857,Chelsea,Noni Madueke,Noni,Madueke,England,GB-ENG,2002-03-10,England,Left,182.0,75.0,11.0,2023-01-20,False,Chelsea_8/squad/2023-24_squad.csv
2023-24,248859,Newcastle,Amadou Diallo,Amadou,Diallo,England,GB-ENG,2003-02-15,,,,,49.0,2023-08-01,False,Newcastle_4/squad/2023-24_squad.csv
2023-24,248875,Man City,Jérémy Doku,Jérémy,Doku,Belgium,BE,2002-05-27,Belgium,Right,173.0,66.0,11.0,2023-08-24,False,Man_City_43/squad/2023-24_squad.csv
2023-24,249231,Brentford,Keane Lewis-Potter,Keane,Lewis-Potter,England,GB-ENG,2001-02-22,England,Right,170.0,67.0,23.0,2022-07-12,False,Brentford_94/squad/2023-24_squad.csv
2023-24,250199,Forest,Nicolás Domínguez,Nicolás,Domínguez,Argentina,AR,1998-06-28,Argentina,Right,179.0,73.0,16.0,2023-09-01,False,Forest_17/squad/2023-24_squad.csv
2023-24,250735,Burnley,Darko Churlinov,Darko,Churlinov,North Macedonia,MK,2000-07-11,North Macedonia,Right,171.0,73.0,27.0,2022-08-19,False,Burnley_90/squad/2023-24_squad.csv
2023-24,422303,Luton,John McAtee,John,McAtee,England,GB-ENG,1999-07-23,England,Right,180.0,75.0,21.0,2022-08-02,False,Luton_102/squad/2023-24_squad.csv
2023-24,424001,Sheffield Utd,Vinicius Souza,Vinicius,de Souza Costa,Brazil,BR,1999-06-17,Brazil,Right,187.0,80.0,21.0,2023-08-09,False,Sheffield_Utd_49/squad/2023-24_squad.csv
2023-24,424044,Bournemouth,Hamed Traorè,Hamed,Traorè,Cote d’Ivoire,CI,2000-02-16,Côte d'Ivoire,Right,184.0,77.0,22.0,2023-07-01,False,Bournemouth_91/squad/2023-24_squad.csv
2023-24,424876,Liverpool,Dominik Szoboszlai,Dominik,Szoboszlai,Hungary,HU,2000-10-25,Hungary,Right,186.0,74.0,8,2023-07-02,False,Liverpool_14/squad/2023-24_squad.csv
2023-24,427420,Forest,Giovanni Reyna,Giovanni,Reyna,United States,US,2002-11-13,England,Right,185.0,79.0,20.0,2024-01-31,True,Forest_17/squad/2023-24_squad.csv
2023-24,427623,Palace,Chris Richards,Chris,Richards,United States,US,2000-03-28,USA,Right,188.0,87.0,26.0,2022-07-27,False,Palace_31/squad/2023-24_squad.csv
2023-24,428580,Brentford,Frank Onyeka,Frank,Onyeka,Nigeria,NG,1998-01-01,Nigeria,Right,183.0,70.0,15.0,2021-07-20,False,Brentford_94/squad/2023-24_squad.csv
2023-24,428971,Fulham,Steven Benda,Steven,Benda,Germany,DE,1998-10-01,Germany,Right,192.0,83.0,23.0,2023-08-30,False,Fulham_54/squad/2023-24_squad.csv
2023-24,429414,Wolves,Sasa Kalajdzic,Sasa,Kalajdzic,Austria,AT,1997-07-07,Austria,Right,200.0,90.0,18.0,2022-08-31,False,Wolves_39/squad/2023-24_squad.csv
2023-24,430871,Wolves,Matheus Cunha,Matheus Santos,Carneiro da Cunha,Brazil,BR,1999-05-27,Brazil,Right,183.0,76.0,10.0,2023-07-01,False,Wolves_39/squad/2023-24_squad.csv
2023-24,430992,Liverpool,Owen Beck,Owen,Beck,Wales,GB-WLS,2002-08-09,Wales,Left,177.0,,63,2021-07-22,False,Liverpool_14/squad/2023-24_squad.csv
2023-24,431960,Wolves,Bendegúz Bolla,Bendegúz,Bolla,Hungary,HU,1999-11-22,Hungary,Right,180.0,72.0,,2021-07-17,False,Wolves_39/squad/2023-24_squad.csv
2023-24,432160,Brentford,Shandon Baptiste,Shandon,Baptiste,Grenada,GD,1998-04-08,England,Right,180.0,67.0,26.0,2020-01-31,False,Brentford_94/squad/2023-24_squad.csv
2023-24,432422,Newcastle,Sandro Tonali,Sandro,Tonali,Italy,IT,2000-05-08,Italy,Right,181.0,79.0,8.0,2023-07-03,False,Newcastle_4/squad/2023-24_squad.csv
2023-24,432711,Burnley,CJ Egan-Riley,CJ,Egan-Riley,England,GB-ENG,2003-01-02,England,Right,183.0,70.0,6.0,2022-07-01,False,Burnley_90/squad/2023-24_squad.csv
2023-24,432714,Man City,James McAtee,James,McAtee,England,GB-ENG,2002-10-18,England,Left,180.0,72.0,87.0,2021-07-26,False,Man_City_43/squad/2023-24_squad.csv
2023-24,432714,Sheffield Utd,James McAtee,James,McAtee,England,GB-ENG,2002-10-18,England,Left,180.0,72.0,28.0,2023-09-01,True,Sheffield_Utd_49/squad/2023-24_squad.csv
2023-24,432720,Burnley,James Trafford,James,Trafford,England,GB-ENG,2002-10-10,England,Right,197.0,83.0,1.0,2023-07-20,False,Burnley_90/squad/2023-24_squad.csv
2023-24,432830,Brentford,Nathan Collins,Nathan,Collins,Ireland,IE,2001-04-30,Republic of Ireland,Right,193.0,83.0,22.0,2023-07-04,False,Brentford_94/squad/2023-24_squad.csv
2023-24,432931,Fulham,Tyrese Francois,Tyrese,Francois,Australia,AU,2000-07-16,Australia,Left,173.0,60.0,35.0,2018-07-01,False,Fulham_54/squad/2023-24_squad.csv
2023-24,432987,Liverpool,Vítezslav Jaros,Vítezslav,Jaros,Czech Republic,CZ,2001-07-23,Czechia,Right,190.0,88.0,56,2019-07-10,False,Liverpool_14/squad/2023-24_squad.csv
2023-24,432988,Liverpool,James Norris,James,Norris,England,GB-ENG,2003-04-04,England,Left,172.0,70.0,77,2019-12-16,False,Liverpool_14/squad/2023-24_squad.csv
2023-24,432990,Sheffield Utd,Yasser Larouci,Yasser,Larouci,Algeria,DZ,2001-01-01,Algeria,Left,176.0,68.0,27.0,2023-07-17,True,Sheffield_Utd_49/squad/2023-24_squad.csv
2023-24,433138,Brighton,Marc Leonard,Marc,Leonard,Scotland,GB-SCT,2001-12-19,Scotland,,,,,2021-08-23,False,Brighton_36/squad/2023-24_squad.csv
2023-24,433154,Everton,Dwight McNeil,Dwight,McNeil,England,GB-ENG,1999-11-22,England,Left,183.0,68.0,7,2022-07-28,False,Everton_11/squad/2023-24_squad.csv
2023-24,433979,Sheffield Utd,Cameron Archer,Cameron,Archer,England,GB-ENG,2001-12-09,England,Right,181.0,72.0,10.0,2023-08-27,False,Sheffield_Utd_49/squad/2023-24_squad.csv
2023-24,435973,Burnley,Lyle Foster,Lyle,Foster,South Africa,ZA,2000-09-03,South Africa,Right,185.0,70.0,17.0,2023-01-25,False,Burnley_90/squad/2023-24_squad.csv
2023-24,436234,Spurs,Bryan Gil,Bryan,Gil,Spain,ES,2001-02-11,Spain,Left,175.0,60.0,11.0,2021-07-26,False,Spurs_6/squad/2023-24_squad.csv
2023-24,437468,Man City,Sergio Gómez,Sergio,Gómez,Spain,ES,2000-09-04,Spain,Left,173.0,71.0,21.0,2022-08-16,False,Man_City_43/squad/2023-24_squad.csv
2023-24,437626,Arsenal,Nuno Tavares,Nuno Albertino,Varela Tavares,Portugal,PT,2000-01-26,Portugal,Left,183.0,75.0,,2021-07-10,False,Arsenal_3/squad/2023-24_squad.csv
2023-24,437626,Forest,Nuno Tavares,Nuno Albertino,Varela Tavares,Portugal,PT,2000-01-26,Portugal,Left,183.0,75.0,3.0,2023-09-01,True,Forest_17/squad/2023-24_squad.csv
2023-24,437730,Bournemouth,Antoine Semenyo,Antoine,Semenyo,Ghana,GH,2000-01-07,England,Right,185.0,79.0,24.0,2023-01-27,False,Bournemouth_91/squad/2023-24_squad.csv
2023-24,437742,Arsenal,Albert Sambi Lokonga,Albert,Sambi Lokonga,Belgium,BE,1999-10-22,Belgium,Right,183.0,67.0,23.0,2021-07-19,False,Arsenal_3/squad/2023-24_squad.csv
2023-24,437742,Luton,Albert Sambi Lokonga,Albert,Sambi Lokonga,Belgium,BE,1999-10-22,Belgium,Right,183.0,67.0,28.0,2023-09-01,True,Luton_102/squad/2023-24_squad.csv
2023-24,437748,Burnley,Mike Trésor,Mike,Trésor,Belgium,BE,1999-05-28,Belgium,Right,172.0,64.0,31.0,2023-09-01,True,Burnley_90/squad/2023-24_squad.csv
2023-24,437757,Burnley,Han-Noah Massengo,Han-Noah,Massengo,France,FR,2001-07-07,France,Right,178.0,,42.0,2023-08-31,False,Burnley_90/squad/2023-24_squad.csv
2023-24,438098,Arsenal,Fábio Vieira,Fábio Daniel,Ferreira Vieira,Portugal,PT,2000-05-30,Portugal,Left,170.0,58.0,21.0,2022-06-21,False,Arsenal_3/squad/2023-24_squad.csv
2023-24,438405,Everton,Billy Crellin,Billy,Crellin,England,GB-ENG,2000-06-30,England,Right,185.0,60.0,43,2022-07-11,False,Everton_11/squad/2023-24_squad.csv
2023-24,438464,Palace,Cheick Doucouré,Cheick,Doucouré,Mali,ML,2000-01-08,Mali,Right,180.0,73.0,28.0,2022-07-11,False,Palace_31/squad/2023-24_squad.csv
2023-24,440089,Brentford,Mikkel Damsgaard,Mikkel,Damsgaard,Denmark,DK,2000-07-03,Denmark,Right,180.0,66.0,24.0,2022-08-10,False,Brentford_94/squad/2023-24_squad.csv
2023-24,440148,Liverpool,Tyler Morton,Tyler,Morton,England,GB-ENG,2002-10-31,England,Right,182.0,75.0,80,2021-07-22,False,Liverpool_14/squad/2023-24_squad.csv
2023-24,440241,Brighton,Jensen Weir,Jensen,Weir,England,GB-ENG,2002-01-31,England,Right,186.0,74.0,37.0,2021-01-12,False,Brighton_36/squad/2023-24_squad.csv
2023-24,440323,Chelsea,Armando Broja,Armando,Broja,Albania,AL,2001-09-10,England,Right,191.0,83.0,19.0,2021-07-27,False,Chelsea_8/squad/2023-24_squad.csv
2023-24,440323,Fulham,Armando Broja,Armando,Broja,Albania,AL,2001-09-10,England,Right,191.0,83.0,9.0,2024-02-01,True,Fulham_54/squad/2023-24_squad.csv
2023-24,440854,Arsenal,Jakub Kiwior,Jakub,Kiwior,Poland,PL,2000-02-15,Poland,Left,189.0,75.0,15.0,2023-01-23,False,Arsenal_3/squad/2023-24_squad.csv
2023-24,441024,Newcastle,Harrison Ashby,Harrison,Ashby,Scotland,GB-SCT,2001-11-14,England,Right,179.0,62.0,30.0,2023-01-31,False,Newcastle_4/squad/2023-24_squad.csv
2023-24,441164,Spurs,Pedro Porro,Pedro,Porro,Spain,ES,1999-09-13,Spain,Right,173.0,69.0,23.0,2023-07-01,False,Spurs_6/squad/2023-24_squad.csv
2023-24,441191,Newcastle,Tino Livramento,Tino,Livramento,England,GB-ENG,2002-11-12,England,Right,182.0,65.0,21.0,2023-08-08,False,Newcastle_4/squad/2023-24_squad.csv
2023-24,441192,Brighton,Jeremy Sarmiento,Jeremy,Sarmiento,Ecuador,EC,2002-06-16,Spain,Right,178.0,72.0,16.0,2021-09-21,False,Brighton_36/squad/2023-24_squad.csv
2023-24,441240,Bournemouth,Romain Faivre,Romain,Faivre,France,FR,1998-07-14,France,Left,180.0,75.0,8.0,2023-07-13,False,Bournemouth_91/squad/2023-24_squad.csv
2023-24,441266,Liverpool,Ryan Gravenberch,Ryan,Gravenberch,Netherlands,NL,2002-05-16,Netherlands,Right,190.0,83.0,38,2023-09-01,False,Liverpool_14/squad/2023-24_squad.csv
2023-24,441271,Wolves,Ki-Jana Hoever,Ki-Jana,Hoever,Netherlands,NL,2002-01-18,Netherlands,Right,183.0,65.0,35.0,2020-09-19,False,Wolves_39/squad/2023-24_squad.csv
2023-24,441302,Chelsea,Ian Maatsen,Ian,Maatsen,Netherlands,NL,2002-03-10,Netherlands,Left,178.0,57.0,29.0,2019-07-01,False,Chelsea_8/squad/2023-24_squad.csv
2023-24,441428,Liverpool,Jarell Quansah,Jarell,Quansah,England,GB-ENG,2003-01-29,England,Right,190.0,84.0,78,2021-12-18,False,Liverpool_14/squad/2023-24_squad.csv
2023-24,441455,Burnley,Vitinho,Victor Alexander,da Silva,Brazil,BR,1999-07-23,,Right,175.0,72.0,22.0,2022-07-28,False,Burnley_90/squad/2023-24_squad.csv
2023-24,443211,Sheffield Utd,Rhys Norrington-Davies,Rhys,Norrington-Davies,Wales,GB-WLS,1999-04-22,Saudi Arabia,Left,181.0,68.0,33.0,2018-01-01,False,Sheffield_Utd_49/squad/2023-24_squad.csv
2023-24,443661,Palace,Michael Olise,Michael,Olise,France,FR,2001-12-12,England,Left,184.0,76.0,7.0,2021-07-08,False,Palace_31/squad/2023-24_squad.csv
2023-24,444145,Arsenal,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,Brazil,BR,2001-06-18,Brazil,Right,178.0,75.0,11.0,2019-07-15,False,Arsenal_3/squad/2023-24_squad.csv
2023-24,444172,Bournemouth,Will Dennis,Will,Dennis,England,GB-ENG,2000-07-10,England,Right,188.0,84.0,40.0,2019-08-01,False,Bournemouth_91/squad/2023-24_squad.csv
2023-24,444180,Bournemouth,Jaidon Anthony,Jaidon,Anthony,England,GB-ENG,1999-12-01,England,Right,183.0,,32.0,2020-09-14,False,Bournemouth_91/squad/2023-24_squad.csv
2023-24,444183,Bournemouth,Gavin Kilkenny,Gavin,Kilkenny,Ireland,IE,2000-02-01,Republic of Ireland,Right,170.0,,,2019-08-02,False,Bournemouth_91/squad/2023-24_squad.csv
2023-24,444463,Chelsea,Wesley Fofana,Wesley,Fofana,France,FR,2000-12-17,France,Right,190.0,84.0,29.0,2022-08-31,False,Chelsea_8/squad/2023-24_squad.csv
2023-24,444765,Liverpool,Sepp van den Berg,Sepp,van den Berg,Netherlands,NL,2001-12-20,Netherlands,Right,189.0,74.0,72,2019-06-27,False,Liverpool_14/squad/2023-24_squad.csv
2023-24,444884,Liverpool,Harvey Elliott,Harvey,Elliott,England,GB-ENG,2003-04-04,England,Left,170.0,64.0,19,2019-07-28,False,Liverpool_14/squad/2023-24_squad.csv
2023-24,445044,Spurs,Dejan Kulusevski,Dejan,Kulusevski,Sweden,SE,2000-04-25,Sweden,Left,186.0,80.0,21.0,2023-07-01,False,Spurs_6/squad/2023-24_squad.csv
2023-24,445122,Arsenal,Jurriën Timber,Jurriën,Timber,Netherlands,NL,2001-06-17,Netherlands,Right,179.0,79.0,12.0,2023-07-14,False,Arsenal_3/squad/2023-24_squad.csv
2023-24,445548,Brighton,Odeluga Offiah,Odeluga,Offiah,England,GB-ENG,2002-10-26,England,Right,187.0,77.0,49.0,2021-08-23,False,Brighton_36/squad/2023-24_squad.csv
2023-24,446008,Brentford,Bryan Mbeumo,Bryan,Mbeumo,Cameroon,CM,1999-08-07,France,Left,173.0,64.0,19.0,2019-08-05,False,Brentford_94/squad/2023-24_squad.csv
2023-24,447203,Liverpool,Darwin Núñez,Darwin,Núñez,Uruguay,UY,1999-06-24,Uruguay,Right,187.0,81.0,9,2022-06-14,False,Liverpool_14/squad/2023-24_squad.csv
2023-24,447261,Everton,Mackenzie Hunt,Mackenzie James,Hunt,United Arab Emirates,AE,2001-11-14,England,Left,173.0,,58,2021-07-01,False,Everton_11/squad/2023-24_squad.csv
2023-24,447325,Everton,Harry Tyrer,Harry,Tyrer,England,GB-ENG,2001-12-06,England,Right,194.0,,53,2021-02-09,False,Everton_11/squad/2023-24_squad.csv
2023-24,447715,Burnley,Aaron Ramsey,Aaron,Ramsey,England,GB-ENG,2003-01-21,England,Right,181.0,,21.0,2023-08-22,False,Burnley_90/squad/2023-24_squad.csv
2023-24,447720,Brighton,Imari Samuels,Imari,Samuels,England,GB-ENG,2003-02-05,England,Left,187.0,79.0,47.0,2023-05-17,False,Brighton_36/squad/2023-24_squad.csv
2023-24,447879,West Ham,Joseph Anang,Joseph,Anang,England,GB-ENG,2000-06-08,Ghana,Right,190.0,72.0,49.0,2019-12-25,False,West_Ham_21/squad/2023-24_squad.csv
2023-24,447880,Man City,Josh Wilson-Esbrand,Josh,Wilson-Esbrand,England,GB-ENG,2002-12-26,England,Left,176.0,70.0,97.0,2021-09-17,False,Man_City_43/squad/2023-24_squad.csv
2023-24,448047,Chelsea,Enzo Fernández,Enzo,Fernández,Argentina,AR,2001-01-17,Argentina,Right,178.0,76.0,8.0,2023-01-31,False,Chelsea_8/squad/2023-24_squad.csv
2023-24,448089,Wolves,João Gomes,João Victor,Gomes da Silva,Brazil,BR,2001-02-12,Brazil,Right,176.0,74.0,8.0,2023-01-30,False,Wolves_39/squad/2023-24_squad.csv
2023-24,448496,Brighton,Ed Turns,Ed,Turns,Wales,GB-WLS,2002-10-18,England,Left,185.0,78.0,48.0,2021-09-21,False,Brighton_36/squad/2023-24_squad.csv
2023-24,448514,Wolves,Rayan Aït-Nouri,Rayan,Aït-Nouri,Algeria,DZ,2001-06-06,France,Left,180.0,70.0,3.0,2021-07-09,False,Wolves_39/squad/2023-24_squad.csv
2023-24,449133,Wolves,Harvey Griffiths,Harvey,Griffiths,England,GB-ENG,2003-09-22,,,,,42.0,2024-01-05,False,Wolves_39/squad/2023-24_squad.csv
2023-24,449434,Forest,Anthony Elanga,Anthony,Elanga,Sweden,SE,2002-04-27,Sweden,Right,178.0,70.0,21.0,2023-07-25,False,Forest_17/squad/2023-24_squad.csv
2023-24,449871,Everton,Amadou Onana,Amadou,Onana,Belgium,BE,2001-08-16,Senegal,Right,195.0,76.0,8,2022-08-09,False,Everton_11/squad/2023-24_squad.csv
2023-24,449988,Wolves,Fábio Silva,Fábio Daniel,Soares Silva,Portugal,PT,2002-07-19,Portugal,Right,185.0,75.0,,2020-09-05,False,Wolves_39/squad/2023-24_squad.csv
2023-24,450434,Brighton,Deniz Undav,Deniz,Undav,Germany,DE,1996-07-19,Germany,Right,179.0,86.0,21.0,2022-01-31,False,Brighton_36/squad/2023-24_squad.csv
2023-24,450535,Palace,Malcolm Ebiowei,Malcolm,Ebiowei,England,GB-ENG,2003-09-04,England,Left,185.0,80.0,23.0,2022-07-01,False,Palace_31/squad/2023-24_squad.csv
2023-24,450539,Brentford,Myles Peart-Harris,Myles,Peart-Harris,England,GB-ENG,2002-09-18,England,Right,187.0,80.0,25.0,2021-07-23,False,Brentford_94/squad/2023-24_squad.csv
2023-24,450541,Palace,Luke Plange,Luke,Plange,England,GB-ENG,2002-11-04,,,178.0,,48.0,2022-01-31,False,Palace_31/squad/2023-24_squad.csv
2023-24,450542,Palace,Jesurun Rak-Sakyi,Jesurun,Rak-Sakyi,England,GB-ENG,2002-10-05,England,Left,178.0,,49.0,2021-04-09,False,Palace_31/squad/2023-24_squad.csv
2023-24,450545,Chelsea,Dion Rankine,Dion,Rankine,England,GB-ENG,2002-10-15,,,170.0,63.0,,2022-12-05,False,Chelsea_8/squad/2023-24_squad.csv
2023-24,450550,Brentford,Fin Stevens,Fin,Stevens,Wales,GB-WLS,2003-04-10,England,Right,179.0,73.0,33.0,2020-09-05,False,Brentford_94/squad/2023-24_squad.csv
2023-24,450554,West Ham,Levi Laing,Levi,Laing,England,GB-ENG,2003-04-12,England,,,,53.0,2023-01-29,False,West_Ham_21/squad/2023-24_squad.csv
2023-24,450555,Arsenal,Zane Monlouis,Zane,Monlouis,Jamaica,JM,2003-10-16,England,Right,185.0,75.0,50.0,2022-12-04,False,Arsenal_3/squad/2023-24_squad.csv
2023-24,451302,Man Utd,Altay Bayindir,Altay,Bayindir,Turkey,TR,1998-04-14,Türkiye,Right,198.0,88.0,1.0,2023-09-01,False,Man_Utd_1/squad/2023-24_squad.csv
2023-24,451340,Brighton,Kaoru Mitoma,Kaoru,Mitoma,Japan,JP,1997-05-20,Japan,Right,178.0,73.0,22.0,2021-08-09,False,Brighton_36/squad/2023-24_squad.csv
2023-24,457569,Chelsea,Djordje Petrovic,Djordje,Petrovic,Serbia,RS,1999-10-08,Serbia,Right,194.0,89.0,28.0,2023-08-26,False,Chelsea_8/squad/2023-24_squad.csv
2023-24,460028,Chelsea,Levi Colwill,Levi,Colwill,England,GB-ENG,2003-02-26,England,Left,187.0,83.0,6.0,2022-07-01,False,Chelsea_8/squad/2023-24_squad.csv
2023-24,460842,West Ham,Mohammed Kudus,Mohammed,Kudus,Ghana,GH,2000-08-02,Ghana,Left,177.0,70.0,14.0,2023-08-27,False,West_Ham_21/squad/2023-24_squad.csv
2023-24,461012,Bournemouth,Cameron Plain,Cameron,Plain,England,GB-ENG,2001-09-24,England,,,,45.0,2022-10-28,False,Bournemouth_91/squad/2023-24_squad.csv
2023-24,461022,Bournemouth,Jack Wadham,Jack,Wadham,England,GB-ENG,2003-02-25,England,,183.0,,36.0,2022-08-22,False,Bournemouth_91/squad/2023-24_squad.csv
2023-24,461026,Wolves,Chem Campbell,Chem,Campbell,Wales,GB-WLS,2002-12-30,Wales,,180.0,,77.0,2019-10-29,False,Wolves_39/squad/2023-24_squad.csv
2023-24,461030,West Ham,Kamarai Swyer,Kamarai,Swyer,England,GB-ENG,2002-12-04,England,Right,183.0,66.0,58.0,2021-12-08,False,West_Ham_21/squad/2023-24_squad.csv
2023-24,461186,Spurs,Max Robson,Max,Robson,England,GB-ENG,2002-10-17,England,,,,,2022-11-08,False,Spurs_6/squad/2023-24_squad.csv
2023-24,461188,Chelsea,Bashir Humphreys,Bashir,Humphreys,England,GB-ENG,2003-03-15,England,Left,187.0,79.0,,2022-12-05,False,Chelsea_8/squad/2023-24_squad.csv
2023-24,461212,Spurs,Nile John,Nile,John,England,GB-ENG,2003-03-06,England,Right,178.0,70.0,,2021-02-23,False,Spurs_6/squad/2023-24_squad.csv
2023-24,461358,Man City,Julián Alvarez,Julián,Alvarez,Argentina,AR,2000-01-31,Argentina,Right,170.0,71.0,19.0,2022-01-30,False,Man_City_43/squad/2023-24_squad.csv
2023-24,461377,Palace,Malachi Boateng,Malachi,Boateng,England,GB-ENG,2002-07-05,England,Right,182.0,,42.0,2021-08-06,False,Palace_31/squad/2023-24_squad.csv
2023-24,461421,Everton,Lewis Dobbin,Lewis,Dobbin,England,GB-ENG,2003-01-03,England,Left,175.0,71.0,61,2021-08-06,False,Everton_11/squad/2023-24_squad.csv
2023-24,461446,Everton,Tyler Onyango,Tyler,Onyango,England,GB-ENG,2003-03-04,England,Right,190.0,76.0,62,2021-01-23,False,Everton_11/squad/2023-24_squad.csv
2023-24,461453,Everton,Lewis Warrington,Lewis,Warrington,England,GB-ENG,2002-10-10,England,,,,51,2022-07-11,False,Everton_11/squad/2023-24_squad.csv
2023-24,461484,Newcastle,Joe White,Joe,White,England,GB-ENG,2002-10-01,England,Left,186.0,70.0,40.0,2024-01-29,False,Newcastle_4/squad/2023-24_squad.csv
2023-24,461508,Newcastle,Lucas De Bolle,Lucas,De Bolle,Scotland,GB-SCT,2002-10-22,England,,,,34.0,2022-02-12,False,Newcastle_4/squad/2023-24_squad.csv
2023-24,461537,Man Utd,Dermot Mee,Dermot,Mee,Northern Ireland,GB-NIR,2002-11-20,England,Right,183.0,,45.0,2023-07-24,False,Man_Utd_1/squad/2023-24_squad.csv
2023-24,461566,Man Utd,Will Fish,Will,Fish,England,GB-ENG,2003-02-17,England,Right,185.0,,,2021-04-14,False,Man_Utd_1/squad/2023-24_squad.csv
2023-24,461567,Burnley,Owen Dodgson,Owen,Dodgson,England,GB-ENG,2003-03-19,England,Left,178.0,,39.0,2021-08-20,False,Burnley_90/squad/2023-24_squad.csv
2023-24,461601,Liverpool,Tom Hill,Tom,Hill,Wales,GB-WLS,2002-10-13,England,Right,,,83,2019-12-16,False,Liverpool_14/squad/2023-24_squad.csv
2023-24,461682,Forest,Brandon Aguilera,Brandon,Aguilera,Costa Rica,CR,2003-06-28,Costa Rica,Left,179.0,60.0,41.0,2023-08-28,False,Forest_17/squad/2023-24_squad.csv
2023-24,462381,Villa,Filip Marschall,Filip,Marschall,England,GB-ENG,2003-04-24,England,Right,195.0,87.0,42.0,2021-12-13,False,Villa_7/squad/2023-24_squad.csv
2023-24,462424,Arsenal,William Saliba,William,Saliba,France,FR,2001-03-24,France,Right,192.0,92.0,2.0,2019-07-25,False,Arsenal_3/squad/2023-24_squad.csv
2023-24,462437,Man Utd,Charlie McNeill,Charlie,McNeill,England,GB-ENG,2003-09-09,England,Right,181.0,,,2023-06-24,False,Man_Utd_1/squad/2023-24_squad.csv
2023-24,462438,Man City,Micah Hamilton,Micah,Hamilton,England,GB-ENG,2003-11-13,England,Right,177.0,74.0,92.0,2021-07-26,False,Man_City_43/squad/2023-24_squad.csv
2023-24,462491,Liverpool,Luke Chambers,Luke,Chambers,England,GB-ENG,2004-06-24,England,Left,181.0,,44,2022-07-11,False,Liverpool_14/squad/2023-24_squad.csv
2023-24,462492,Villa,Joe Gauci,Joe,Gauci,Australia,AU,2000-07-04,Australia,Right,194.0,88.0,18.0,2024-02-01,False,Villa_7/squad/2023-24_squad.csv
2023-24,463748,Arsenal,Karl Hein,Karl,Hein,Estonia,EE,2002-04-13,Estonia,Right,193.0,86.0,31.0,2020-10-28,False,Arsenal_3/squad/2023-24_squad.csv
2023-24,463981,Bournemouth,James Hill,James,Hill,England,GB-ENG,2002-01-10,England,Right,184.0,73.0,23.0,2022-01-05,False,Bournemouth_91/squad/2023-24_squad.csv
2023-24,464353,Liverpool,Harvey Davies,Harvey,Davies,England,GB-ENG,2003-09-03,England,Left,190.0,77.0,95,2021-03-09,False,Liverpool_14/squad/2023-24_squad.csv
2023-24,465351,Man City,Matheus Nunes,Matheus Luiz,Nunes,Portugal,PT,1998-08-27,Brazil,Right,183.0,78.0,27.0,2023-09-01,False,Man_City_43/squad/2023-24_squad.csv
2023-24,465390,Villa,Kaine Kesler-Hayden,Kaine,Kesler-Hayden,England,GB-ENG,2002-10-23,,Right,175.0,,29.0,2024-01-29,False,Villa_7/squad/2023-24_squad.csv
2023-24,465527,Man Utd,Hannibal Mejbri,Hannibal,Mejbri,Tunisia,TN,2003-01-21,France,Right,177.0,74.0,46.0,2020-05-22,False,Man_Utd_1/squad/2023-24_squad.csv
2023-24,465607,Brighton,Ansu Fati,Ansu,Fati,Spain,ES,2002-10-31,Guinea-Bissau,Right,178.0,66.0,31.0,2023-09-01,True,Brighton_36/squad/2023-24_squad.csv
